"last_name, first_name",player_id,year,pa,bip,ba,est_ba,est_ba_minus_ba_diff,slg,est_slg,est_slg_minus_slg_diff,woba,est_woba,est_woba_minus_woba_diff,era,xera,era_minus_xera_diff
"May, Trevor",543507,2023,205,133,0.208,0.242,-0.034,0.327,0.39,-0.063,0.29,0.328,-0.038,3.28,4.58,-1.301
"Marinaccio, Ron",676760,2023,205,114,0.208,0.199,0.0089999999999999,0.357,0.372,-0.015,0.315,0.322,-0.007,3.99,4.39,-0.397
"Cosgrove, Tom",676680,2023,205,137,0.173,0.185,-0.012,0.246,0.27,-0.024,0.238,0.255,-0.017,1.75,2.69,-0.937
"Schreiber, John",670167,2023,204,122,0.237,0.22,0.0169999999999999,0.399,0.366,0.033,0.324,0.312,0.012,3.86,4.1,-0.243
"Ureña, José",570632,2023,203,151,0.284,0.266,0.0179999999999999,0.597,0.506,0.0909999999999999,0.398,0.364,0.034,6.45,5.81,0.638
"Hill, Tim",657612,2023,202,156,0.331,0.274,0.0569999999999999,0.511,0.429,0.082,0.39,0.342,0.0479999999999999,5.48,5.03,0.451
"Stephenson, Robert",596112,2023,201,108,0.165,0.179,-0.0139999999999999,0.341,0.363,-0.0219999999999999,0.243,0.26,-0.017,3.1,2.79,0.306
"Feltner, Ryan",663372,2023,201,133,0.265,0.252,0.013,0.359,0.367,-0.008,0.331,0.332,-0.001,5.82,4.7,1.115
"Vest, Will",676684,2023,199,129,0.216,0.225,-0.009,0.324,0.364,-0.0399999999999999,0.259,0.277,-0.018,2.98,3.18,-0.201
"Martin, Chris",455119,2023,199,145,0.237,0.263,-0.026,0.3,0.348,-0.0479999999999999,0.243,0.279,-0.036,1.05,3.23,-2.178
"Long, Sam",669674,2023,199,145,0.282,0.271,0.0109999999999999,0.437,0.43,0.007,0.341,0.336,0.005,5.6,4.83,0.77
"Pruitt, Austin",643493,2023,197,153,0.243,0.247,-0.004,0.37,0.412,-0.0419999999999999,0.288,0.306,-0.018,2.98,3.93,-0.951
"Lucchesi, Joey",664192,2023,195,144,0.251,0.267,-0.016,0.394,0.476,-0.0819999999999999,0.316,0.352,-0.0359999999999999,2.89,5.37,-2.477
"Martinez, Seth",661527,2023,195,125,0.265,0.262,0.003,0.435,0.452,-0.017,0.345,0.35,-0.005,5.23,5.3,-0.067
"Shreve, Chasen",592741,2023,193,133,0.266,0.244,0.022,0.445,0.422,0.023,0.325,0.315,0.01,4.63,4.18,0.454
"Beeks, Jalen",656222,2023,192,123,0.251,0.209,0.042,0.383,0.334,0.0489999999999999,0.317,0.293,0.024,5.95,3.58,2.373
"Covey, Dylan",592229,2023,191,142,0.282,0.285,-0.003,0.412,0.409,0.003,0.332,0.338,-0.006,3.77,4.9,-1.133
"Shaw, Bryan",543766,2023,190,127,0.235,0.231,0.0039999999999999,0.337,0.356,-0.0189999999999999,0.299,0.305,-0.006,4.14,3.9,0.239
"Jansen, Kenley",445276,2023,188,117,0.237,0.202,0.0349999999999999,0.379,0.355,0.024,0.303,0.28,0.0229999999999999,3.63,3.25,0.377
"Kuhl, Chad",641771,2023,187,125,0.313,0.306,0.007,0.567,0.604,-0.037,0.412,0.43,-0.018,8.45,8.79,-0.338
"May, Dustin",669160,2023,187,135,0.173,0.229,-0.056,0.25,0.343,-0.093,0.229,0.287,-0.0579999999999999,2.63,3.43,-0.805
"Baker, Bryan",641329,2023,186,110,0.21,0.195,0.0149999999999999,0.338,0.326,0.012,0.287,0.283,0.004,3.6,3.33,0.27
"Soriano, José",667755,2023,185,99,0.214,0.208,0.006,0.325,0.354,-0.0289999999999999,0.303,0.311,-0.008,3.64,4.07,-0.427
"Abbott, Cory",676265,2023,184,120,0.306,0.251,0.0549999999999999,0.516,0.44,0.076,0.388,0.345,0.043,6.64,5.13,1.506
"Morán, Jovani",663558,2023,184,109,0.226,0.208,0.018,0.342,0.327,0.015,0.307,0.296,0.011,5.32,3.66,1.655
"Fairbanks, Pete",664126,2023,184,92,0.164,0.174,-0.0099999999999999,0.233,0.259,-0.0259999999999999,0.24,0.253,-0.013,2.58,2.65,-0.069
"Gaddis, Hunter",683769,2023,182,140,0.255,0.23,0.0249999999999999,0.447,0.399,0.0479999999999999,0.331,0.307,0.024,4.5,3.96,0.54
"Marte, Yunior",628708,2023,182,126,0.288,0.255,0.0329999999999999,0.46,0.424,0.036,0.354,0.33,0.0239999999999999,5.03,4.64,0.394
"Zerpa, Angel",672582,2023,182,134,0.272,0.26,0.012,0.462,0.438,0.024,0.335,0.322,0.013,4.85,4.39,0.462
"Pearson, Nate",663878,2023,182,118,0.226,0.218,0.008,0.409,0.4,0.0089999999999999,0.31,0.305,0.005,4.85,3.9,0.952
"Alexander, Tyler",641302,2023,181,129,0.256,0.232,0.0239999999999999,0.453,0.439,0.014,0.313,0.298,0.015,4.5,3.71,0.79
"Buttó, José",676130,2023,179,118,0.212,0.235,-0.0229999999999999,0.301,0.343,-0.042,0.281,0.306,-0.0249999999999999,3.64,3.93,-0.287
"Rasmussen, Drew",656876,2023,177,118,0.221,0.225,-0.004,0.294,0.321,-0.027,0.253,0.265,-0.012,2.62,2.91,-0.291
"White, Brendan",686839,2023,177,113,0.258,0.247,0.011,0.387,0.403,-0.016,0.322,0.326,-0.004,5.09,4.51,0.58
"Ramírez, Yohan",670990,2023,176,113,0.265,0.236,0.029,0.361,0.342,0.0189999999999999,0.335,0.318,0.017,4.23,4.27,-0.044
"Rucker, Michael",621074,2023,176,114,0.257,0.237,0.02,0.434,0.397,0.0369999999999999,0.339,0.324,0.015,4.91,4.45,0.459
"Jameson, Drey",686753,2023,174,118,0.26,0.249,0.011,0.416,0.506,-0.09,0.33,0.356,-0.0259999999999999,3.32,5.52,-2.2
"Chargois, JT",608638,2023,174,119,0.232,0.226,0.006,0.377,0.367,0.01,0.297,0.295,0.002,3.61,3.63,-0.016
"Waldron, Matt",663362,2023,173,130,0.244,0.25,-0.006,0.481,0.444,0.0369999999999999,0.328,0.321,0.007,4.36,4.36,-0.005
"Devenski, Chris",606965,2023,173,119,0.229,0.249,-0.0199999999999999,0.382,0.454,-0.072,0.283,0.326,-0.043,4.46,4.51,-0.045
"Winn, Keaton",676775,2023,172,123,0.231,0.236,-0.0049999999999999,0.417,0.428,-0.011,0.304,0.317,-0.013,4.68,4.24,0.437
"Alvarado, José",621237,2023,172,90,0.196,0.2,-0.004,0.307,0.29,0.017,0.262,0.259,0.003,1.74,2.77,-1.028
"Lambert, Jimmy",669424,2023,172,110,0.273,0.27,0.003,0.56,0.497,0.063,0.385,0.363,0.022,5.26,5.77,-0.513
"Keuchel, Dallas",572971,2023,172,127,0.298,0.288,0.01,0.457,0.46,-0.003,0.363,0.362,0.001,5.97,5.74,0.233
"Ramirez, Nick",598286,2023,172,134,0.256,0.258,-0.002,0.356,0.399,-0.043,0.286,0.306,-0.02,2.66,3.93,-1.274
"Karinchak, James",675916,2023,171,88,0.178,0.199,-0.021,0.356,0.378,-0.022,0.3,0.328,-0.028,3.23,4.58,-1.349
"Rom, Drew",680723,2023,170,119,0.34,0.273,0.067,0.613,0.52,0.0929999999999999,0.431,0.372,0.059,8.02,6.12,1.9
"Kelly, Joe",523260,2023,168,88,0.196,0.18,0.016,0.331,0.303,0.028,0.279,0.265,0.014,4.12,2.91,1.209
"Vásquez, Randy",681190,2023,166,110,0.211,0.266,-0.055,0.366,0.445,-0.079,0.303,0.354,-0.0509999999999999,2.87,5.44,-2.573
"Lodolo, Nick",666157,2023,166,102,0.34,0.237,0.103,0.605,0.473,0.132,0.426,0.337,0.0889999999999999,6.29,4.86,1.431
"Kahnle, Tommy",592454,2023,165,97,0.183,0.183,0.0,0.331,0.297,0.034,0.272,0.264,0.008,2.66,2.88,-0.224
"Suarez, José",660761,2023,165,116,0.324,0.269,0.0549999999999999,0.592,0.503,0.0889999999999999,0.421,0.369,0.0519999999999999,8.29,6.0,2.287
"Dodd, Dylan",689266,2023,164,136,0.351,0.324,0.0269999999999999,0.616,0.633,-0.017,0.429,0.424,0.005,7.6,8.48,-0.878
"Koch, Matt",571863,2023,163,125,0.272,0.255,0.017,0.45,0.441,0.009,0.331,0.325,0.006,5.12,4.48,0.641
"Strzelecki, Peter",657265,2023,163,106,0.234,0.233,0.001,0.355,0.391,-0.036,0.303,0.316,-0.013,4.38,4.21,0.168
"Miller, Shelby",571946,2023,163,100,0.135,0.187,-0.0519999999999999,0.241,0.354,-0.1129999999999999,0.222,0.283,-0.0609999999999999,1.71,3.33,-1.616
"Velasquez, Vince",592826,2023,162,110,0.24,0.247,-0.007,0.384,0.401,-0.017,0.305,0.316,-0.011,3.86,4.21,-0.353
"Brebbia, John",605154,2023,161,100,0.215,0.208,0.007,0.403,0.389,0.014,0.287,0.282,0.005,3.99,3.3,0.691
"Ward, Thaddeus",663658,2023,160,100,0.225,0.233,-0.008,0.419,0.442,-0.023,0.347,0.361,-0.014,6.37,5.7,0.668
"Llovera, Mauricio",661440,2023,160,112,0.259,0.267,-0.008,0.374,0.439,-0.065,0.312,0.341,-0.029,4.89,5.0,-0.114
"Voth, Austin",608723,2023,160,108,0.279,0.241,0.038,0.457,0.393,0.064,0.352,0.315,0.0369999999999999,5.19,4.18,1.012
"Brigham, Jeff",656257,2023,160,95,0.191,0.212,-0.0209999999999999,0.419,0.424,-0.005,0.317,0.329,-0.012,5.26,4.61,0.647
"Wantz, Andrew",681806,2023,160,111,0.197,0.238,-0.0409999999999999,0.352,0.399,-0.047,0.272,0.312,-0.0399999999999999,3.89,4.1,-0.21
"Pepiot, Ryan",686752,2023,159,113,0.179,0.219,-0.04,0.364,0.374,-0.01,0.251,0.274,-0.023,2.14,3.11,-0.967
"Hartwig, Grant",701643,2023,158,107,0.25,0.243,0.007,0.39,0.382,0.008,0.325,0.321,0.004,4.84,4.36,0.48
"Kauffmann, Karl",666154,2023,158,122,0.311,0.302,0.009,0.504,0.538,-0.034,0.384,0.4,-0.016,8.23,7.3,0.929
"King, John",667463,2023,157,127,0.31,0.281,0.0289999999999999,0.393,0.405,-0.012,0.327,0.324,0.003,3.62,4.45,-0.834
"Mantiply, Joe",573009,2023,157,120,0.236,0.245,-0.009,0.405,0.435,-0.0299999999999999,0.292,0.309,-0.017,4.62,4.01,0.605
"Wright, Kyle",657140,2023,155,100,0.303,0.25,0.0529999999999999,0.485,0.447,0.0379999999999999,0.382,0.351,0.031,6.97,5.34,1.628
"Hollowell, Gavin",668970,2023,154,98,0.238,0.249,-0.011,0.477,0.448,0.0289999999999999,0.36,0.356,0.004,5.88,5.52,0.361
"Anderson, Grant",681982,2023,154,109,0.277,0.231,0.046,0.431,0.412,0.019,0.334,0.312,0.022,5.05,4.1,0.947
"Borucki, Ryan",621366,2023,152,111,0.183,0.231,-0.048,0.317,0.368,-0.0509999999999999,0.238,0.28,-0.042,2.46,3.25,-0.795
"Brieske, Beau",689225,2023,152,109,0.259,0.248,0.011,0.41,0.393,0.0169999999999999,0.315,0.307,0.008,3.6,3.96,-0.36
"Mlodzinski, Carmen",669387,2023,152,99,0.214,0.239,-0.0249999999999999,0.313,0.361,-0.0479999999999999,0.279,0.309,-0.0299999999999999,2.25,4.01,-1.76
"Stone, Gavin",694813,2023,152,115,0.338,0.305,0.033,0.603,0.502,0.1009999999999999,0.423,0.376,0.0469999999999999,9.0,6.28,2.72
"Criswell, Cooper",681867,2023,151,109,0.296,0.277,0.0189999999999999,0.496,0.447,0.0489999999999999,0.368,0.348,0.02,5.73,5.23,0.497
"Cox, Austin",680735,2023,149,97,0.22,0.255,-0.035,0.339,0.395,-0.0559999999999999,0.291,0.337,-0.046,4.54,4.86,-0.318
"Megill, Trevor",656730,2023,148,83,0.265,0.209,0.056,0.386,0.337,0.0489999999999999,0.309,0.275,0.0339999999999999,3.63,3.14,0.495
"Wicks, Jordan",696136,2023,147,112,0.252,0.251,0.001,0.435,0.407,0.028,0.317,0.312,0.005,4.41,4.1,0.313
"Romero, JoJo",668941,2023,147,94,0.216,0.226,-0.01,0.299,0.297,0.002,0.255,0.262,-0.007,3.68,2.84,0.842
"Winder, Josh",680739,2023,147,105,0.267,0.246,0.021,0.435,0.447,-0.012,0.331,0.336,-0.005,4.15,4.83,-0.676
"Harrison, Kyle",690986,2023,147,97,0.221,0.234,-0.013,0.458,0.443,0.015,0.324,0.326,-0.002,4.15,4.51,-0.356
"Hernández, Jonathan",642546,2023,147,94,0.28,0.239,0.041,0.432,0.427,0.005,0.348,0.339,0.0089999999999999,5.4,4.93,0.47
"Davis, Noah",663562,2023,146,101,0.341,0.25,0.091,0.532,0.4,0.132,0.412,0.335,0.0769999999999999,8.7,4.8,3.9
"Battenfield, Peyton",685410,2023,146,107,0.256,0.277,-0.021,0.474,0.541,-0.067,0.336,0.375,-0.0389999999999999,5.19,6.24,-1.048
"Rosenberg, Kenny",670046,2023,146,102,0.267,0.222,0.045,0.389,0.365,0.024,0.321,0.293,0.028,3.82,3.58,0.238
"Helsley, Ryan",664854,2023,146,76,0.176,0.155,0.0209999999999999,0.264,0.248,0.016,0.243,0.237,0.006,2.46,2.32,0.135
"Turnbull, Spencer",605513,2023,145,103,0.291,0.285,0.006,0.488,0.479,0.009,0.376,0.372,0.004,7.26,6.12,1.138
"Lamet, Dinelson",659275,2023,145,89,0.353,0.256,0.0969999999999999,0.647,0.488,0.159,0.46,0.377,0.083,11.71,6.32,5.391
"La Sorsa, Joe",686747,2023,145,102,0.246,0.27,-0.024,0.354,0.377,-0.023,0.304,0.324,-0.02,4.41,4.45,-0.042
"Soroka, Michael",647336,2023,145,100,0.281,0.267,0.014,0.555,0.486,0.069,0.389,0.361,0.028,6.4,5.7,0.702
"Chavez, Jesse",445926,2023,144,90,0.203,0.231,-0.0279999999999999,0.297,0.341,-0.044,0.263,0.292,-0.0289999999999999,1.56,3.55,-1.992
"Jackson, Luke",592426,2023,143,84,0.206,0.199,0.0069999999999999,0.341,0.345,-0.0039999999999999,0.276,0.282,-0.0059999999999999,2.97,3.3,-0.33
"Ferrer, Jose A.",678606,2023,142,103,0.289,0.254,0.0349999999999999,0.422,0.361,0.061,0.338,0.301,0.037,5.03,3.79,1.239
"Edwards Jr., Carl",605218,2023,142,100,0.25,0.26,-0.01,0.355,0.358,-0.003,0.309,0.316,-0.007,3.69,4.21,-0.515
"Anderson, Nick",623433,2023,141,96,0.229,0.231,-0.002,0.366,0.402,-0.036,0.279,0.294,-0.0149999999999999,3.06,3.61,-0.553
"Winans, Allan",642216,2023,141,97,0.287,0.26,0.0269999999999999,0.481,0.417,0.064,0.344,0.318,0.0259999999999999,5.29,4.27,1.019
"Miller, Mason",695243,2023,139,82,0.203,0.185,0.018,0.305,0.311,-0.006,0.28,0.279,0.001,3.78,3.23,0.55
"Hjelle, Sean",663546,2023,139,91,0.317,0.259,0.0579999999999999,0.458,0.385,0.073,0.372,0.326,0.0459999999999999,6.52,4.51,2.007
"Frías, Luis",666818,2023,139,94,0.25,0.251,-0.001,0.417,0.427,-0.01,0.339,0.344,-0.0049999999999999,4.07,5.1,-1.035
"Kowar, Jackson",663804,2023,137,87,0.293,0.243,0.0499999999999999,0.457,0.361,0.096,0.377,0.326,0.0509999999999999,6.43,4.51,1.919
"Francis, Bowden",670102,2023,136,92,0.175,0.215,-0.04,0.317,0.402,-0.085,0.238,0.295,-0.0569999999999999,1.73,3.63,-1.896
"Duarte, Daniel",650960,2023,136,92,0.211,0.19,0.0209999999999999,0.36,0.312,0.0479999999999999,0.31,0.291,0.019,3.69,3.53,0.165
"González, Victor",624647,2023,135,92,0.223,0.221,0.002,0.331,0.333,-0.002,0.276,0.279,-0.003,4.01,3.23,0.78
"Bleier, Richard",542947,2023,132,108,0.306,0.27,0.0359999999999999,0.479,0.452,0.0269999999999999,0.352,0.331,0.0209999999999999,5.28,4.67,0.613
"Cordero, Jimmy",622772,2023,132,86,0.208,0.234,-0.026,0.317,0.347,-0.0299999999999999,0.267,0.291,-0.0239999999999999,3.86,3.53,0.327
"Cessa, Luis",570666,2023,132,108,0.397,0.371,0.026,0.603,0.561,0.0419999999999999,0.446,0.433,0.013,9.0,8.96,0.04
"Suárez, Andrew",605498,2023,130,98,0.287,0.273,0.0139999999999999,0.557,0.493,0.064,0.392,0.366,0.026,7.16,5.89,1.267
"Hatch, Thomas",641672,2023,129,89,0.292,0.26,0.0319999999999999,0.425,0.4,0.0249999999999999,0.341,0.32,0.021,4.08,4.33,-0.249
"Wittgren, Nick",621295,2023,128,96,0.263,0.255,0.008,0.404,0.413,-0.0089999999999999,0.329,0.33,-0.001,4.97,4.64,0.326
"Herget, Jimmy",623474,2023,127,91,0.282,0.246,0.0359999999999999,0.547,0.465,0.082,0.367,0.322,0.0449999999999999,4.66,4.39,0.265
"Uribe, Abner",682842,2023,127,67,0.154,0.197,-0.043,0.192,0.282,-0.0899999999999999,0.238,0.291,-0.0529999999999999,1.76,3.53,-1.769
"Brogdon, Connor",641401,2023,127,87,0.264,0.241,0.023,0.473,0.424,0.0489999999999999,0.345,0.327,0.0179999999999999,4.03,4.55,-0.516
"Garcia, Robert",676395,2023,127,81,0.234,0.241,-0.0069999999999999,0.333,0.362,-0.0289999999999999,0.279,0.293,-0.0139999999999999,3.66,3.58,0.076
"Thornton, Trent",663423,2023,125,93,0.252,0.225,0.0269999999999999,0.437,0.371,0.066,0.31,0.275,0.0349999999999999,2.01,3.14,-1.129
"Thompson, Keegan",624522,2023,125,79,0.194,0.211,-0.0169999999999999,0.291,0.369,-0.078,0.282,0.321,-0.039,4.71,4.36,0.349
"Neal, Zach",594943,2023,124,83,0.28,0.296,-0.0159999999999999,0.589,0.569,0.02,0.403,0.405,-0.002,6.67,7.54,-0.873
"Lawrence, Casey",596271,2023,122,90,0.299,0.236,0.063,0.589,0.458,0.1309999999999999,0.393,0.321,0.072,6.58,4.36,2.225
"Jacques, Joe",682175,2023,122,86,0.308,0.24,0.068,0.452,0.353,0.099,0.366,0.313,0.0529999999999999,5.06,4.13,0.933
"Thompson, Ryan",657044,2023,121,88,0.185,0.197,-0.012,0.324,0.349,-0.0249999999999999,0.264,0.279,-0.015,3.81,3.23,0.585
"Bruihl, Justin",677865,2023,121,85,0.267,0.266,0.001,0.41,0.418,-0.008,0.325,0.332,-0.007,5.46,4.7,0.764
"Herrin, Tim",682120,2023,121,75,0.279,0.243,0.036,0.404,0.439,-0.0349999999999999,0.338,0.336,0.002,5.53,4.83,0.7
"Campbell, Isaiah",663462,2023,120,73,0.21,0.221,-0.011,0.314,0.378,-0.064,0.273,0.301,-0.0279999999999999,2.83,3.79,-0.964
"Thielbar, Caleb",573204,2023,120,78,0.204,0.22,-0.016,0.451,0.427,0.024,0.293,0.293,0.0,3.23,3.58,-0.352
"Faucher, Calvin",676534,2023,120,82,0.29,0.286,0.004,0.458,0.527,-0.069,0.359,0.382,-0.023,7.01,6.52,0.493
"Palencia, Daniel",694037,2023,119,70,0.216,0.217,-0.001,0.353,0.355,-0.002,0.303,0.307,-0.004,4.45,3.96,0.487
"Mayers, Mike",594577,2023,119,92,0.315,0.284,0.031,0.491,0.437,0.0539999999999999,0.369,0.339,0.0299999999999999,6.15,4.93,1.222
"Nogosek, Stephen",668665,2023,118,77,0.28,0.247,0.033,0.53,0.486,0.044,0.382,0.357,0.025,5.61,5.55,0.06
"Headrick, Brent",687396,2023,117,73,0.267,0.234,0.033,0.564,0.487,0.0769999999999999,0.383,0.352,0.031,6.31,5.37,0.942
"Perdomo, Angel",622780,2023,117,59,0.208,0.182,0.0259999999999999,0.366,0.322,0.0439999999999999,0.287,0.261,0.0259999999999999,3.72,2.82,0.904
"Jackson, Jay",543351,2023,116,79,0.171,0.215,-0.0439999999999999,0.314,0.387,-0.073,0.239,0.284,-0.0449999999999999,2.12,3.35,-1.226
"Willingham, Amos",686294,2023,116,91,0.337,0.304,0.033,0.625,0.584,0.041,0.418,0.394,0.0239999999999999,6.66,7.04,-0.382
"deGrom, Jacob",594798,2023,115,66,0.171,0.163,0.008,0.324,0.29,0.034,0.223,0.209,0.014,2.67,1.82,0.85
"Garcia, Luis",677651,2023,115,73,0.243,0.238,0.005,0.427,0.406,0.0209999999999999,0.322,0.314,0.008,4.0,4.16,-0.16
"Kerr, Ray",678061,2023,114,69,0.243,0.251,-0.008,0.505,0.455,0.0499999999999999,0.341,0.331,0.01,4.33,4.67,-0.337
"Selby, Colin",681882,2023,114,69,0.296,0.266,0.0299999999999999,0.439,0.457,-0.018,0.362,0.357,0.005,9.0,5.55,3.45
"Bellatti, Andrew",571479,2023,113,76,0.25,0.266,-0.016,0.44,0.432,0.008,0.331,0.341,-0.01,5.11,5.0,0.108
"Garrett, Amir",607237,2023,112,64,0.244,0.212,0.032,0.422,0.374,0.0479999999999999,0.354,0.338,0.0159999999999999,3.33,4.9,-1.571
"Akin, Keegan",669211,2023,112,78,0.337,0.274,0.063,0.49,0.475,0.015,0.365,0.332,0.0329999999999999,6.84,4.7,2.145
"Cecconi, Slade",677944,2023,111,85,0.26,0.257,0.003,0.471,0.496,-0.025,0.325,0.335,-0.01,4.33,4.8,-0.467
"Carasiti, Matt",571539,2023,110,82,0.292,0.27,0.0219999999999999,0.427,0.43,-0.003,0.345,0.352,-0.007,6.29,5.37,0.918
"Stewart, Brock",592779,2023,109,58,0.196,0.182,0.014,0.268,0.287,-0.0189999999999999,0.242,0.242,0.0,0.65,2.42,-1.769
"Balazovic, Jordan",666364,2023,108,79,0.274,0.268,0.006,0.484,0.463,0.0209999999999999,0.358,0.353,0.005,4.44,5.41,-0.972
"Suarez, Robert",663158,2023,108,74,0.155,0.214,-0.059,0.299,0.366,-0.067,0.222,0.278,-0.056,4.23,3.21,1.019
"Ort, Kaleb",672391,2023,107,73,0.29,0.233,0.0569999999999999,0.548,0.471,0.077,0.379,0.328,0.0509999999999999,6.26,4.58,1.681
"Bolton, Cody",675989,2023,107,69,0.333,0.295,0.038,0.522,0.498,0.024,0.414,0.391,0.0229999999999999,6.33,6.9,-0.572
"Robertson, Nick",687798,2023,106,70,0.316,0.261,0.0549999999999999,0.526,0.417,0.109,0.375,0.326,0.0489999999999999,6.04,4.51,1.535
"Hunter, Tommy",488984,2023,106,79,0.286,0.248,0.0379999999999999,0.541,0.525,0.016,0.367,0.345,0.022,6.84,5.13,1.715
"Walter, Brandon",687888,2023,106,82,0.327,0.269,0.0579999999999999,0.49,0.419,0.071,0.375,0.324,0.0509999999999999,6.26,4.45,1.811
"Smith-Shawver, AJ",700363,2023,105,73,0.183,0.201,-0.018,0.419,0.396,0.0229999999999999,0.301,0.301,0.0,4.26,3.79,0.473
"Herget, Kevin",643361,2023,105,84,0.268,0.269,-0.001,0.495,0.528,-0.033,0.346,0.359,-0.013,5.18,5.62,-0.442
"Plesac, Zach",668676,2023,105,86,0.374,0.299,0.075,0.576,0.508,0.0679999999999999,0.418,0.359,0.059,7.59,5.62,1.974
"De los Santos, Yerry",660787,2023,104,72,0.193,0.225,-0.032,0.295,0.351,-0.0559999999999999,0.257,0.297,-0.0399999999999999,3.33,3.69,-0.361
"Varland, Gus",681402,2023,103,66,0.318,0.283,0.035,0.518,0.471,0.047,0.408,0.38,0.0279999999999999,6.64,6.44,0.199
"Doyle, Tommy",656382,2023,103,72,0.256,0.275,-0.019,0.5,0.484,0.016,0.364,0.368,-0.004,6.84,5.96,0.885
"Mahle, Tyler",641816,2023,102,69,0.227,0.216,0.011,0.423,0.396,0.0269999999999999,0.294,0.28,0.0139999999999999,3.16,3.25,-0.094
"Lee, Dylan",669276,2023,101,69,0.264,0.273,-0.009,0.429,0.499,-0.07,0.326,0.356,-0.0299999999999999,4.18,5.52,-1.337
"Oller, Adam",670124,2023,101,75,0.341,0.308,0.033,0.576,0.55,0.0259999999999999,0.417,0.407,0.01,10.07,7.63,2.438
"Underwood Jr., Duane",621249,2023,100,75,0.273,0.308,-0.0349999999999999,0.455,0.504,-0.0489999999999999,0.347,0.385,-0.038,5.18,6.65,-1.472
"Smeltzer, Devin",656970,2023,100,76,0.315,0.304,0.011,0.609,0.613,-0.004,0.413,0.409,0.004,6.45,7.73,-1.282
"Barnes, Matt",598264,2023,99,68,0.284,0.275,0.0089999999999999,0.386,0.4,-0.014,0.33,0.332,-0.002,5.48,4.7,0.784
"Sands, Cole",663485,2023,99,64,0.235,0.258,-0.023,0.435,0.493,-0.0579999999999999,0.34,0.37,-0.0299999999999999,3.74,6.04,-2.302
"Patiño, Luis",672715,2023,99,67,0.247,0.278,-0.031,0.376,0.437,-0.061,0.327,0.361,-0.0339999999999999,4.57,5.7,-1.131
"Zastryzny, Rob",642239,2023,97,69,0.293,0.26,0.0329999999999999,0.402,0.391,0.011,0.349,0.333,0.0159999999999999,4.79,4.73,0.06
"Guerra, Javy",642770,2023,97,59,0.236,0.273,-0.037,0.347,0.436,-0.089,0.347,0.399,-0.052,6.05,7.26,-1.208
"Coleman, Dylan",669395,2023,96,51,0.261,0.233,0.0279999999999999,0.435,0.373,0.062,0.384,0.359,0.025,8.84,5.62,3.216
"Lovelady, Richard",663992,2023,96,59,0.188,0.195,-0.007,0.375,0.388,-0.013,0.291,0.306,-0.015,4.63,3.93,0.699
"Phillips, Connor",683175,2023,96,56,0.22,0.216,0.004,0.415,0.408,0.007,0.329,0.327,0.002,6.97,4.55,2.418
"Rucinski, Drew",607968,2023,95,74,0.346,0.31,0.0359999999999999,0.603,0.501,0.1019999999999999,0.439,0.404,0.0349999999999999,9.0,7.49,1.51
"Snider, Collin",676092,2023,95,71,0.296,0.28,0.0159999999999999,0.469,0.431,0.0379999999999999,0.373,0.355,0.018,4.87,5.48,-0.611
"Cimber, Adam",643256,2023,95,72,0.301,0.292,0.009,0.542,0.486,0.056,0.393,0.374,0.019,7.4,6.2,1.203
"Jiménez, Dany",666204,2023,94,59,0.143,0.183,-0.04,0.286,0.361,-0.075,0.248,0.302,-0.0539999999999999,3.47,3.82,-0.349
"Jarvis, Bryce",686826,2023,92,71,0.171,0.271,-0.1,0.305,0.489,-0.184,0.246,0.356,-0.1099999999999999,3.04,5.52,-2.478
"Ramsey, Lane",682010,2023,92,65,0.313,0.247,0.066,0.4,0.341,0.059,0.339,0.303,0.036,5.85,3.85,2.0
"Garza, Justin",621057,2023,91,61,0.286,0.303,-0.017,0.506,0.6,-0.0939999999999999,0.378,0.42,-0.0419999999999999,7.36,8.27,-0.906
"Harris, Hobie",665048,2023,91,68,0.273,0.308,-0.0349999999999999,0.416,0.538,-0.122,0.355,0.41,-0.0549999999999999,5.12,7.77,-2.649
"Reyes, Denyi",660593,2023,90,64,0.309,0.281,0.0279999999999999,0.481,0.438,0.0429999999999999,0.372,0.347,0.025,7.78,5.2,2.58
"Bumgarner, Madison",518516,2023,90,64,0.347,0.327,0.0199999999999999,0.625,0.576,0.049,0.451,0.43,0.021,10.26,8.79,1.47
"Peralta, Sammy",671111,2023,90,61,0.241,0.24,0.001,0.392,0.363,0.029,0.32,0.311,0.009,4.05,4.07,-0.02
"McArthur, James",663704,2023,90,64,0.235,0.227,0.0079999999999999,0.412,0.331,0.0809999999999999,0.28,0.268,0.012,4.63,2.97,1.659
"Castillo, Max",666721,2023,89,67,0.267,0.306,-0.0389999999999999,0.427,0.448,-0.021,0.342,0.37,-0.0279999999999999,4.43,6.04,-1.614
"Staumont, Josh",622251,2023,89,49,0.219,0.221,-0.002,0.288,0.361,-0.073,0.301,0.324,-0.023,5.4,4.45,0.95
"Means, John",607644,2023,88,73,0.159,0.253,-0.094,0.354,0.485,-0.131,0.238,0.329,-0.091,2.66,4.61,-1.948
"Scott, Tayler",605463,2023,88,58,0.311,0.24,0.071,0.568,0.463,0.1049999999999999,0.407,0.349,0.0579999999999999,5.6,5.27,0.334
